Date,Month,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Total_load
1,1,1.47,0.476,0.068,244.27,2.2,0,0,0,7.933333333
1,1,1.48,0.476,0.068,243.79,2.2,0,0,0,7.933333333
1,1,1.49,0.476,0.07,243.38,2.2,0,0,0,7.933333333
1,1,1.5,0.474,0.072,243.14,2.2,0,0,0,7.9
1,1,1.51,0.586,0.05,242.85,2.6,0,0,0,9.766666667
1,1,1.52,0.582,0.062,242.8,2.6,0,0,0,9.7
1,1,1.53,0.58,0.062,242.77,2.6,0,0,0,9.666666667
1,1,1.54,0.578,0.06,241.97,2.6,0,0,0,9.633333333
1,1,1.55,0.606,0.08,241.98,2.8,0,0,0,10.1
1,1,1.56,0.656,0.172,243.68,3,0,0,0,10.93333333
1,1,1.57,0.658,0.178,244.87,3,0,0,0,10.96666667
1,1,1.58,0.656,0.178,244.65,3,0,0,0,10.93333333
1,1,1.59,0.656,0.18,245.14,2.8,0,0,0,10.93333333
1,1,2,0.652,0.18,244.88,2.8,0,0,0,10.86666667
1,1,2.01,0.65,0.18,244.86,2.8,0,0,0,10.83333333
1,1,2.02,0.648,0.18,245.24,2.8,0,0,0,10.8
1,1,2.03,0.648,0.182,245.59,2.8,0,0,0,10.8
1,1,2.04,0.722,0.276,245.7,3.4,0,0,0,12.03333333
1,1,2.05,0.72,0.296,245.97,3.2,0,1,0,12
1,1,2.06,0.662,0.21,246.64,3,0,1,0,11.03333333
1,1,2.07,0.662,0.21,246.86,3,0,2,0,11.03333333
1,1,2.08,0.662,0.208,246.72,3,0,1,0,11.03333333
1,1,2.09,0.658,0.202,246.65,3,0,2,0,10.96666667
1,1,2.1,0.566,0.064,246.5,2.4,0,1,0,9.433333333
1,1,2.11,0.566,0.064,246.19,2.4,0,1,0,9.433333333
1,1,2.12,0.564,0.062,245.9,2.4,0,2,0,9.4
1,1,2.13,0.566,0.064,246.13,2.4,0,1,0,9.433333333
1,1,2.14,0.564,0.062,245.78,2.4,0,2,0,9.4
1,1,2.15,0.564,0.064,246.12,2.4,0,1,0,9.4
1,1,2.16,0.566,0.064,246.84,2.4,0,2,0,9.433333333
1,1,2.17,0.566,0.064,246.96,2.4,0,1,0,9.433333333
1,1,2.18,0.566,0.064,246.78,2.4,0,1,0,9.433333333
1,1,2.19,0.564,0.062,246.28,2.4,0,2,0,9.4
1,1,2.2,0.562,0.06,245.86,2.4,0,1,0,9.366666667
1,1,2.21,0.56,0.062,246.17,2.4,0,1,0,9.333333333
1,1,2.22,0.56,0.062,246.18,2.4,0,2,0,9.333333333
1,1,2.23,0.562,0.064,247.12,2.4,0,1,0,9.366666667
1,1,2.24,0.56,0.064,246.52,2.4,0,1,0,9.333333333
1,1,2.25,0.56,0.066,247.19,2.4,0,2,0,9.333333333
1,1,2.26,0.56,0.066,247.56,2.4,0,1,0,9.333333333
1,1,2.27,0.524,0,248.32,2.4,0,1,0,8.733333333
1,1,2.28,0.486,0.06,248.2,2.2,0,0,0,8.1
1,1,2.29,0.486,0.058,248.26,2.2,0,0,0,8.1
1,1,2.3,0.484,0.058,247.26,2.2,0,0,0,8.066666667
1,1,2.31,0.482,0.06,246.65,2.2,0,0,0,8.033333333
1,1,2.32,0.484,0.06,246.92,2.2,0,0,0,8.066666667
1,1,2.33,0.482,0.06,246.3,2.2,0,0,0,8.033333333
1,1,2.34,0.482,0.062,245.8,2.2,0,0,0,8.033333333
1,1,2.35,0.482,0.062,246.01,2.2,0,0,0,8.033333333
1,1,2.36,0.482,0.062,246,2.2,0,0,0,8.033333333
1,1,2.37,0.482,0.06,246.44,2.2,0,0,0,8.033333333
1,1,2.38,0.482,0.06,246.41,2.2,0,0,0,8.033333333
1,1,2.39,0.482,0.062,246.62,2.2,0,0,0,8.033333333
1,1,2.4,0.482,0.06,246.63,2.2,0,0,0,8.033333333
1,1,2.41,0.536,0,246.35,2.4,0,0,0,8.933333333
1,1,2.42,0.556,0,246.08,2.4,0,0,0,9.266666667
1,1,2.43,0.558,0,246.51,2.4,0,0,0,9.3
1,1,2.44,0.614,0.098,246.78,2.8,0,0,0,10.23333333
1,1,2.45,0.67,0.188,246.27,3,0,0,0,11.16666667
1,1,2.46,0.664,0.186,246.15,3,0,0,0,11.06666667
1,1,2.47,0.662,0.188,246.49,3,0,0,0,11.03333333
1,1,2.48,0.662,0.19,246.89,3,0,0,0,11.03333333
1,1,2.49,0.658,0.19,246.79,2.8,0,0,0,10.96666667
1,1,2.5,0.656,0.188,246.49,2.8,0,0,0,10.93333333
1,1,2.51,0.588,0.082,246.59,2.6,0,0,0,9.8
1,1,2.52,0.584,0.08,246.77,2.6,0,0,0,9.733333333
1,1,2.53,0.584,0.08,246.91,2.6,0,0,0,9.733333333
1,1,2.54,0.582,0.078,246.32,2.6,0,0,0,9.7
1,1,2.55,0.58,0.078,246.17,2.6,0,0,0,9.666666667
1,1,2.56,0.578,0.076,245.66,2.6,0,0,0,9.633333333
1,1,2.57,0.576,0.074,245.06,2.6,0,0,0,9.6
1,1,2.58,0.576,0.074,245.13,2.6,0,0,0,9.6
1,1,2.59,0.576,0.076,245.71,2.6,0,0,0,9.6
1,1,3,0.576,0.078,245.87,2.6,0,0,0,9.6
1,1,3.01,0.578,0.08,246.46,2.6,0,0,0,9.633333333
1,1,3.02,0.574,0.078,246.59,2.6,0,0,0,9.566666667
1,1,3.03,0.482,0.06,246.16,2.2,0,0,0,8.033333333
1,1,3.04,0.482,0.06,246.17,2.2,0,0,0,8.033333333
1,1,3.05,0.482,0.06,246.31,2.2,0,0,0,8.033333333
1,1,3.06,0.482,0.06,246.19,2.2,0,0,0,8.033333333
1,1,3.07,0.482,0.06,245.79,2.2,0,0,0,8.033333333
1,1,3.08,0.482,0.06,245.76,2.2,0,0,0,8.033333333
1,1,3.09,0.482,0.06,245.68,2.2,0,0,0,8.033333333
1,1,3.1,0.48,0.06,245.65,2.2,0,0,0,8
1,1,3.11,0.484,0.058,247.01,2.2,0,0,0,8.066666667
1,1,3.12,0.484,0.058,247.7,2.2,0,0,0,8.066666667
1,1,3.13,0.486,0.058,248.09,2.2,0,0,0,8.1
1,1,3.14,0.488,0.056,248.6,2.2,0,0,0,8.133333333
1,1,3.15,0.486,0.058,248.06,2.2,0,0,0,8.1
1,1,3.16,0.484,0.058,247.86,2.2,0,0,0,8.066666667
1,1,3.17,0.484,0.058,247.61,2.2,0,0,0,8.066666667
1,1,3.18,0.484,0.06,246.95,2.2,0,0,0,8.066666667
1,1,3.19,0.484,0.06,246.86,2.2,0,0,0,8.066666667
1,1,3.2,0.484,0.062,247.05,2.2,0,0,0,8.066666667
1,1,3.21,0.484,0.06,246.89,2.2,0,0,0,8.066666667
1,1,3.22,0.482,0.06,246.06,2.2,0,0,0,8.033333333
1,1,3.23,0.478,0.064,243.8,2.2,0,0,0,7.966666667
1,1,3.24,0.476,0.064,243.58,2.2,0,0,0,7.933333333
1,1,3.25,0.478,0.064,244.07,2.2,0,0,0,7.966666667
1,1,3.26,0.478,0.066,244.19,2.2,0,0,0,7.966666667
1,1,3.27,0.55,0,243.75,2.6,0,0,0,9.166666667
1,1,3.28,0.552,0,244.28,2.4,0,0,0,9.2
1,1,3.29,0.554,0,244.6,2.4,0,0,0,9.233333333
1,1,3.3,0.554,0,244.24,2.4,0,0,0,9.233333333
1,1,3.31,0.552,0,243.85,2.4,0,0,0,9.2
1,1,3.32,0.548,0,243.1,2.4,0,0,0,9.133333333
1,1,3.33,0.548,0,243.27,2.4,0,0,0,9.133333333
1,1,3.34,0.548,0,243.25,2.4,0,0,0,9.133333333
1,1,3.35,0.548,0,243.81,2.4,0,0,0,9.133333333
1,1,3.36,0.504,0,244.4,2.2,0,0,0,8.4
1,1,3.37,0.478,0.062,244.59,2.2,0,0,0,7.966666667
1,1,3.38,0.48,0.062,244.83,2.2,0,0,0,8
1,1,3.39,0.592,0.062,245.2,2.6,0,0,0,9.866666667
1,1,3.4,0.59,0.076,245.27,2.6,0,0,0,9.833333333
1,1,3.41,0.586,0.074,244.92,2.6,0,0,0,9.766666667
1,1,3.42,0.586,0.074,244.73,2.6,0,0,0,9.766666667
1,1,3.43,0.584,0.074,244.88,2.6,0,0,0,9.733333333
1,1,3.44,0.584,0.074,244.89,2.6,0,0,0,9.733333333
1,1,3.45,0.584,0.074,245.17,2.6,0,0,0,9.733333333
1,1,3.46,0.58,0.072,244.55,2.6,0,0,0,9.666666667
1,1,3.47,0.58,0.074,244.8,2.6,0,0,0,9.666666667
1,1,3.48,0.58,0.076,244.9,2.6,0,0,0,9.666666667
1,1,3.49,0.58,0.076,245.15,2.6,0,0,0,9.666666667
1,1,3.5,0.578,0.074,244.94,2.6,0,0,0,9.633333333
1,1,3.51,0.576,0.072,244.56,2.6,0,0,0,9.6
1,1,3.52,0.572,0.07,243.75,2.6,0,0,0,9.533333333
1,1,3.53,0.57,0.07,243.26,2.6,0,0,0,9.5
1,1,3.54,0.57,0.07,243.07,2.6,0,0,0,9.5
1,1,3.55,0.572,0.074,244.01,2.6,0,0,0,9.533333333
1,1,3.56,0.57,0.074,244.17,2.6,0,0,0,9.5
1,1,3.57,0.478,0.062,244.69,2.2,0,0,0,7.966666667
1,1,3.58,0.478,0.062,244.59,2.2,0,0,0,7.966666667
1,1,3.59,0.478,0.062,244.31,2.2,0,0,0,7.966666667
1,1,4,0.478,0.062,244.7,2.2,0,0,0,7.966666667
1,1,4.01,0.48,0.062,244.65,2.2,0,0,0,8
1,1,4.02,0.48,0.062,244.59,2.2,0,0,0,8
1,1,4.03,0.478,0.064,243.65,2.2,0,0,0,7.966666667
1,1,4.04,0.478,0.064,244.23,2.2,0,0,0,7.966666667
1,1,4.05,0.48,0.062,245.18,2.2,0,0,0,8
1,1,4.06,0.48,0.06,245.21,2.2,0,0,0,8
1,1,4.07,0.48,0.06,245.18,2.2,0,0,0,8
1,1,4.08,0.482,0.06,245.37,2.2,0,0,0,8.033333333
1,1,4.09,0.482,0.062,245.25,2.2,0,0,0,8.033333333
1,1,4.1,0.482,0.06,245.89,2.2,0,0,0,8.033333333
1,1,4.11,0.482,0.06,245.71,2.2,0,0,0,8.033333333
1,1,4.12,0.482,0.06,245.77,2.2,0,0,0,8.033333333
1,1,4.13,0.552,0,246.3,2.4,0,0,0,9.2
1,1,4.14,0.556,0.048,246.14,2.4,0,0,0,9.266666667
1,1,4.15,0.554,0,244.7,2.4,0,0,0,9.233333333
1,1,4.16,0.554,0,244.82,2.4,0,0,0,9.233333333
1,1,4.17,0.554,0,244.89,2.4,0,0,0,9.233333333
1,1,4.18,0.554,0,244.83,2.4,0,0,0,9.233333333
1,1,4.19,0.552,0,244.96,2.4,0,0,0,9.2
1,1,4.2,0.55,0,244.61,2.4,0,0,0,9.166666667
1,1,4.21,0.55,0,244.66,2.4,0,0,0,9.166666667
1,1,4.22,0.5,0,244.43,2.2,0,0,0,8.333333333
1,1,4.23,0.48,0.062,244.83,2.2,0,0,0,8
1,1,4.24,0.482,0.06,245.47,2.2,0,0,0,8.033333333
1,1,4.25,0.482,0.06,245.63,2.2,0,0,0,8.033333333
1,1,4.26,0.48,0.06,245.51,2.2,0,0,0,8
1,1,4.27,0.482,0.06,245.6,2.2,0,0,0,8.033333333
1,1,4.28,0.48,0.062,245.33,2.2,0,0,0,8
1,1,4.29,0.48,0.06,245.3,2.2,0,0,0,8
1,1,4.3,0.48,0.062,245.42,2.2,0,0,0,8
1,1,4.31,0.48,0.062,245.61,2.2,0,0,0,8
1,1,4.32,0.48,0.062,245.65,2.2,0,0,0,8
1,1,4.33,0.482,0.062,245.83,2.2,0,0,0,8.033333333
1,1,4.34,0.602,0.07,244.85,2.6,0,0,0,10.03333333
1,1,4.35,0.596,0.074,244.71,2.6,0,0,0,9.933333333
1,1,4.36,0.594,0.074,244.98,2.6,0,0,0,9.9
1,1,4.37,0.592,0.076,244.81,2.6,0,0,0,9.866666667
1,1,4.38,0.588,0.076,245.01,2.6,0,0,0,9.8
1,1,4.39,0.582,0.074,244.38,2.6,0,0,0,9.7
1,1,4.4,0.58,0.074,244.56,2.6,0,0,0,9.666666667
1,1,4.41,0.58,0.076,244.95,2.6,0,0,0,9.666666667
1,1,4.42,0.58,0.074,244.84,2.6,0,0,0,9.666666667
1,1,4.43,0.578,0.074,244.69,2.6,0,0,0,9.633333333
1,1,4.44,0.576,0.072,244.19,2.6,0,0,0,9.6
1,1,4.45,0.578,0.076,245.02,2.6,0,0,0,9.633333333
1,1,4.46,0.576,0.074,244.82,2.6,0,0,0,9.6
1,1,4.47,0.576,0.076,245.37,2.6,0,0,0,9.6
1,1,4.48,0.576,0.076,245.44,2.6,0,0,0,9.6
1,1,4.49,0.576,0.072,244.44,2.6,0,0,0,9.6
1,1,4.5,0.58,0.072,244.48,2.6,0,0,0,9.666666667
1,1,4.51,0.542,0,244.47,2.4,0,0,0,9.033333333
1,1,4.52,0.484,0.062,244.76,2.2,0,0,0,8.066666667
1,1,4.53,0.486,0.062,245.13,2.2,0,0,0,8.1
1,1,4.54,0.486,0.064,244.6,2.2,0,0,0,8.1
1,1,4.55,0.486,0.062,244.96,2.2,0,0,0,8.1
1,1,4.56,0.478,0.062,244.73,2.2,0,0,0,7.966666667
1,1,4.57,0.478,0.062,244.61,2.2,0,0,0,7.966666667
1,1,4.58,0.478,0.062,244.63,2.2,0,0,0,7.966666667
1,1,4.59,0.478,0.062,244.87,2.2,0,0,0,7.966666667
1,1,5,0.588,0.052,243.97,2.8,0,0,0,9.8
1,1,5.01,0.634,0.168,244.2,2.8,0,1,0,10.56666667
1,1,5.02,0.634,0.164,243.24,2.8,0,1,0,10.56666667
1,1,5.03,0.632,0.162,242.96,2.8,0,1,0,10.53333333
1,1,5.04,0.638,0.168,243.97,2.8,0,2,0,10.63333333
1,1,5.05,0.644,0.17,244.71,2.8,0,1,0,10.73333333
1,1,5.06,0.644,0.172,245.37,2.8,0,2,0,10.73333333
1,1,5.07,0.642,0.174,245.85,2.8,0,1,0,10.7
1,1,5.08,0.642,0.176,246.16,2.8,0,2,0,10.7
1,1,5.09,0.624,0.148,245.63,2.8,0,1,0,10.4
1,1,5.1,0.57,0.068,246.32,2.4,0,1,0,9.5
1,1,5.11,0.57,0.066,245.9,2.4,0,2,0,9.5
1,1,5.12,0.564,0.062,244.87,2.4,0,1,0,9.4
1,1,5.13,0.558,0.06,244.23,2.4,0,2,0,9.3
1,1,5.14,0.556,0.058,243.95,2.4,0,1,0,9.266666667
1,1,5.15,0.556,0.058,243.98,2.4,0,1,0,9.266666667
1,1,5.16,0.556,0.06,244.03,2.4,0,2,0,9.266666667
1,1,5.17,0.554,0.06,244.2,2.4,0,1,0,9.233333333
1,1,5.18,0.554,0.06,244.07,2.4,0,1,0,9.233333333
1,1,5.19,0.556,0.06,244.18,2.4,0,2,0,9.266666667
1,1,5.2,0.56,0.06,244.24,2.4,0,1,0,9.333333333
1,1,5.21,0.56,0.062,244.55,2.4,0,1,0,9.333333333
1,1,5.22,0.56,0.062,244.76,2.4,0,1,0,9.333333333
1,1,5.23,0.522,0,245.27,2.4,0,1,0,8.7
1,1,5.24,0.486,0.062,245.19,2.2,0,0,0,8.1
1,1,5.25,0.484,0.064,244.93,2.2,0,0,0,8.066666667
1,1,5.26,0.482,0.062,244.77,2.2,0,0,0,8.033333333
1,1,5.27,0.476,0.064,244.35,2.2,0,0,0,7.933333333
1,1,5.28,0.476,0.064,244.43,2.2,0,0,0,7.933333333
1,1,5.29,0.57,0,244.04,2.6,0,0,0,9.5
1,1,5.3,0.586,0.07,243.78,2.6,0,0,0,9.766666667
1,1,5.31,0.582,0.068,243.25,2.6,0,0,0,9.7
1,1,5.32,0.58,0.07,243.57,2.6,0,0,0,9.666666667
1,1,5.33,0.58,0.072,243.83,2.6,0,0,0,9.666666667
1,1,5.34,0.584,0.074,244.54,2.6,0,0,0,9.733333333
1,1,5.35,0.59,0.08,245.95,2.6,0,0,0,9.833333333
1,1,5.36,0.59,0.082,246.51,2.6,0,0,0,9.833333333
1,1,5.37,0.588,0.078,245.79,2.6,0,0,0,9.8
1,1,5.38,0.586,0.078,245.58,2.6,0,0,0,9.766666667
1,1,5.39,0.586,0.078,245.65,2.6,0,0,0,9.766666667
1,1,5.4,0.582,0.076,245.34,2.6,0,0,0,9.7
1,1,5.41,0.584,0.078,245.92,2.6,0,0,0,9.733333333
1,1,5.42,0.58,0.078,246.05,2.6,0,0,0,9.666666667
1,1,5.43,0.576,0.078,246.14,2.6,0,0,0,9.6
1,1,5.44,0.574,0.076,245.63,2.6,0,0,0,9.566666667
1,1,5.45,0.572,0.074,244.9,2.6,0,0,0,9.533333333
1,1,5.46,0.558,0.056,244.65,2.4,0,0,0,9.3
1,1,5.47,0.476,0.062,244.82,2.2,0,0,0,7.933333333
1,1,5.48,0.52,0,244.63,2.4,0,0,0,8.666666667
1,1,5.49,0.552,0,243.26,2.4,0,0,0,9.2
1,1,5.5,0.556,0,243.63,2.4,0,0,0,9.266666667
1,1,5.51,0.556,0,244.07,2.4,0,0,0,9.266666667
1,1,5.52,0.556,0,243.9,2.4,0,0,0,9.266666667
1,1,5.53,0.554,0,243.35,2.4,0,0,0,9.233333333
1,1,5.54,0.554,0,243.44,2.4,0,0,0,9.233333333
1,1,5.55,0.554,0,243.79,2.4,0,0,0,9.233333333
1,1,5.56,0.55,0,243.62,2.4,0,0,0,9.166666667
1,1,5.57,0.55,0,243.23,2.4,0,0,0,9.166666667
1,1,5.58,0.492,0.05,243.55,2.2,0,0,0,8.2
1,1,5.59,0.48,0.066,243.13,2.2,0,0,0,8
1,1,6,0.478,0.066,242.63,2.2,0,0,0,7.966666667
1,1,6.01,0.48,0.066,243.3,2.2,0,0,0,8
1,1,6.02,0.482,0.064,244.25,2.2,0,0,0,8.033333333
1,1,6.03,0.482,0.064,244.09,2.2,0,0,0,8.033333333
31,1,11.26,1.616,0.066,239.07,6.8,0,0,18,26.93333333
31,1,11.27,1.634,0.062,239.14,6.8,0,0,17,27.23333333
31,1,11.28,1.61,0.066,238.55,6.6,0,0,18,26.83333333
31,1,11.29,1.726,0.062,238.48,7.2,0,0,17,28.76666667
31,1,11.3,1.822,0.062,237.42,7.6,0,1,17,30.36666667
31,1,11.31,2.984,0,237.09,13.2,0,18,18,49.73333333
31,1,11.32,3.744,0,235.61,15.8,0,36,17,62.4
31,1,11.33,3.936,0,234.96,18,0,38,17,65.6
31,1,11.34,5.842,0.052,234.02,24.8,0,71,16,97.36666667
31,1,11.35,5.55,0.054,234.8,23.8,0,63,17,92.5
31,1,11.36,5.944,0.058,234.16,25.2,0,71,17,99.06666667
31,1,11.37,6.05,0.056,233.27,25.8,0,71,17,100.8333333
31,1,11.38,6.27,0.058,235.6,26.6,0,72,17,104.5
31,1,11.39,6.218,0.052,235.59,26.4,0,71,17,103.6333333
31,1,11.4,6.18,0.06,235.8,26.2,0,72,17,103
31,1,11.41,6.124,0,235.2,26,0,72,17,102.0666667
31,1,11.42,6.23,0.066,235.84,26.4,0,72,17,103.8333333
31,1,11.43,5.378,0.076,237.12,23,0,59,17,89.63333333
31,1,11.44,4.194,0.08,237.96,17.6,0,37,18,69.9
31,1,11.45,5.828,0.068,236.32,24.8,0,66,17,97.13333333
31,1,11.46,4.15,0.126,238.75,17.4,0,37,17,69.16666667
31,1,11.47,4.114,0.132,237.72,17.2,0,36,18,68.56666667
31,1,11.48,4.086,0.102,236.86,17.2,0,36,17,68.1
31,1,11.49,4.276,0.244,237.01,18,0,37,17,71.26666667
31,1,11.5,4.466,0.29,237.86,18.8,0,37,17,74.43333333
31,1,11.51,4.46,0.278,237.2,18.8,0,37,18,74.33333333
31,1,11.52,4.454,0.294,236.94,18.8,0,36,17,74.23333333
31,1,11.53,4.516,0.356,237.71,19,0,37,17,75.26666667
31,1,11.54,4.524,0.398,237.28,19,0,37,18,75.4
31,1,11.55,4.508,0.372,237.45,19,0,36,17,75.13333333
31,1,11.56,4.504,0.364,236.95,19,0,37,17,75.06666667
31,1,11.57,4.54,0.356,237.76,19,0,37,17,75.66666667
31,1,11.58,4.548,0.356,237.89,19,0,37,18,75.8
